region,code,name,zsc,area,length,lon,lat
Trento,IT3120175,Adamello,sì,29929,0,10.6519,46.1550
Trento,IT3120176,Monte Sadron,sì,2181,0,10.9050,46.3033
Trento,IT3120177,Dolomiti di Brenta,sì,31132,0,10.9100,46.1942
Trento,IT3120178,Pale di San Martino,sì,7333,0,11.8447,46.2608
Trento,IT3120179,Val Jumela,,36,0,11.7488,46.4420
Veneto,IT3210002,Monti Lessini: Cascate di Molina,,233,14,10.9164,45.6000
Veneto,IT3210003,Laghetto del Frassino,,78,4,10.6669,45.4375
Veneto,IT3210004,Monte Luppia e P.ta San Vigilio,,1037,29,10.7308,45.6495
Veneto,IT3210006,"Monti Lessini: Ponte di Veja, Vaio della Marciora",,171,12,10.9672,45.6194
Veneto,IT3210007,"Monte Baldo: Val dei Mulini, Senge di Marciaga, Rocca di Garda",,676,21,10.7218,45.5694
Veneto,IT3210008,Fontanili di Povegliano,,118,6,10.9003,45.3425
Veneto,IT3210012,Val Galina e Progno Borago,,989,21,10.9939,45.5011
Veneto,IT3210013,Palude del Busatello,,443,18,11.0886,45.1111
Veneto,IT3210014,Palude del Feniletto - Sguazzo del Vallese,,167,8,11.1129,45.3181
Veneto,IT3210015,Palude di Pellegrina,,111,7,11.0139,45.2286
Veneto,IT3210016,Palude del Brusà - Le Vallette,,171,10,11.2200,45.1697
Veneto,IT3210018,Basso Garda,,1431,20,10.6819,45.4642
Veneto,IT3210019,Sguazzo di Rivalunga,,186,6,11.1050,45.3486
Veneto,IT3210021,Monte Pastello,,1750,24,10.8544,45.5711
Veneto,IT3210039,Monte Baldo Ovest,,6510,67,10.8322,45.7358
Veneto,IT3210040,Monti Lessini - Pasubio - Piccole Dolomiti Vicentine,,13872,179,11.2006,45.7439
Veneto,IT3210041,Monte Baldo Est,,2762,57,10.8672,45.6533
Veneto,IT3210042,Fiume Adige tra Verona Est e Badia Polesine,,2090,149,11.2666,45.2508
Veneto,IT3210043,Fiume Adige tra Belluno Veronese e Verona Ovest,,476,95,10.8758,45.4734
Veneto,IT3220002,Granezza,,1303,17,11.5447,45.8286
Veneto,IT3220005,Ex Cave di Casale - Vicenza,,36,3,11.5867,45.5247
Veneto,IT3220007,Fiume Brenta dal confine trentino a Cismon del Grappa,,1680,64,11.6550,45.8775
Veneto,IT3220008,Buso della rana,,0.64,0,11.3610,45.6504
Veneto,IT3220036,Altopiano dei Sette Comuni,,14988,87,11.4814,45.9567
Veneto,IT3220037,Colli Berici,,12906,97.61,11.4992,45.4339
Veneto,IT3220038,Torrente Valdiezza,,33,17,11.4451,45.5569
Veneto,IT3220039,"Biotopo ""Le Poscole""",,149,11,11.3850,45.6114
Veneto,IT3220040,Bosco di Dueville e risorgive limitrofe,,715,279,11.5204,45.5621
Veneto,IT3230003,Gruppo del Sella,,449,11,11.8364,46.5050
Veneto,IT3230005,Gruppo Marmolada,,1305,20,11.8725,46.4267
Veneto,IT3230006,Val Visdende - Monte Peralba - Quaterna',,14165,73,12.5953,46.6314
Veneto,IT3230017,Monte Pelmo - Mondeval - Formin,,11065,89,12.1250,46.4561
Veneto,IT3230019,Lago di Misurina,,75,5,12.2597,46.5833
Veneto,IT3230022,Massiccio del Grappa,,22473,142,11.8089,45.8983
Veneto,IT3230025,Gruppo del Visentin: M. Faverghera - M. Cor,,1562,24,12.3028,46.0653
Veneto,IT3230026,Passo di San Boldo,,38,3,12.1739,46.0039
Veneto,IT3230027,Monte Dolada Versante S.E.,,659,13,12.3397,46.1964
Veneto,IT3230031,Val Tovanella Bosconero,,8845,53,12.2833,46.3397
Veneto,IT3230035,Valli del Cismon - Vanoi: Monte Coppolo,,2845,29,11.7267,46.0786
Veneto,IT3230042,Torbiera di Lipoi,,65,5,11.9567,46.0386
Veneto,IT3230043,"Pale di San Martino: Focobon, Pape - San Lucano, Agner - Croda Granda",,10909,66,11.9061,46.3042
Veneto,IT3230044,Fontane di Nogare',,212,9,12.2422,46.1511
Veneto,IT3230045,Torbiera di Antole,,25,3,12.1753,46.1376
Veneto,IT3230047,Lago di Santa Croce,,788,14,12.3381,46.1136
Veneto,IT3230060,Torbiere di Danta,,205,11,12.4992,46.5633
Veneto,IT3230063,Torbiere di Lac Torond,,38,3,11.9914,46.2381
Veneto,IT3230067,Aree palustri di Melere - Monte Gal e boschi di Col d'Ongia,,111,8,12.2153,46.0469
Veneto,IT3230068,Valpiana - Valmorel (Aree palustri),,126,6,12.2272,46.0744
Veneto,IT3230071,Dolomiti di Ampezzo,,11362,77,12.1056,46.5953
Veneto,IT3230077,Foresta del Cansiglio,,5060,44,12.4103,46.0819
Veneto,IT3230078,Gruppo del Popera - Dolomiti di Auronzo e di Val Comelico,,8924,73,12.3864,46.6025
Veneto,IT3230080,Val Talagona - Gruppo Monte Cridola - Monte Duranno,,12252,68,12.4181,46.3933
Veneto,IT3230081,Gruppo Antelao - Marmarole - Sorapis,,17069,74,12.2894,46.5022
Veneto,IT3230083,Dolomiti Feltrine e Bellunesi,,31383,178,12.0508,46.1861
Veneto,IT3230084,Civetta - Cime di San Sebastiano,,6597,68,12.0797,46.3497
Veneto,IT3230085,Comelico - Bosco della Digola - Brentoni - Tudaio,,12085,89,12.5872,46.5169
Veneto,IT3230088,Fiume Piave dai Maserot alle grave di Pederobba,,3236,121,12.0707,46.0791
Veneto,IT3230090,Cima Campo - Monte Celado,,1812,24,11.7081,45.9994
Veneto,IT3240002,Colli Asolani,,2202,34,11.9500,45.8183
Veneto,IT3240003,Monte Cesen,,3697,32,12.0117,45.9539
Veneto,IT3240004,Montello,,5069,40,12.1250,45.8153
Veneto,IT3240005,Perdonanze e corso del Monticano,,364,41,12.2656,45.9706
Veneto,IT3240006,Bosco di Basalghelle,,14,2,12.5211,45.8300
Veneto,IT3240008,Bosco di Cessalto,,28,3,12.6196,45.6988
Veneto,IT3240012,Fontane Bianche di Lancenigo,,64,4,12.2828,45.7108
Veneto,IT3240014,Laghi di Revine,,119,7,12.2286,45.9875
Veneto,IT3240015,Palu' del Quartiere del Piave,,692,21,12.0978,45.8800
Veneto,IT3240016,Bosco di Gaiarine,,2.11,1,12.4921,45.8608
Veneto,IT3240017,Bosco di Cavalier,,9.43,1,12.5519,45.7647
Veneto,IT3240028,Fiume Sile dalle sorgenti a Treviso Ovest,,1490,52,12.0781,45.6469
Veneto,IT3240029,Ambito fluviale del Livenza e corso inferiore del Monticano,,1955,270,12.4468,45.7896
Veneto,IT3240030,Grave del Piave - Fiume Soligo - Fosso di Negrisia,,4752,142,12.2419,45.8208
Veneto,IT3240031,Fiume Sile da Treviso Est a San Michele Vecchio,,753,103,12.3542,45.5892
Veneto,IT3240032,Fiume Meschio,,40,43,12.4046,45.9513
Veneto,IT3240033,Fiumi Meolo e Vallio,,85,93,12.4008,45.6458
Veneto,IT3250003,Penisola del Cavallino: biotopi litoranei,,315,22,12.4428,45.4334
Veneto,IT3250006,Bosco di Lison,,5.56,1,12.7428,45.7478
Veneto,IT3250008,Ex Cave di Villetta di Salzano,,64,5,12.1322,45.5342
Veneto,IT3250010,Bosco di Carpenedo,,13,3,12.2466,45.5122
Veneto,IT3250013,Laguna del Mort e Pinete di Eraclea,,214,20,12.7555,45.5416
Veneto,IT3250016,Cave di Gaggio,,115,7,12.3295,45.5616
Veneto,IT3250017,Cave di Noale,,43,3,12.0844,45.5542
Veneto,IT3250021,Ex Cave di Martellago,,50,4,12.1681,45.5333
Veneto,IT3250022,Bosco Zacchi,,0.75,0,12.7622,45.8037
Veneto,IT3250023,Lido di Venezia: biotopi litoranei,,166,16,12.3219,45.3405
Veneto,IT3250030,Laguna medio-inferiore di Venezia,,26384,90,12.2289,45.3156
Veneto,IT3250031,Laguna superiore di Venezia,,20365,88,12.4736,45.5086
Veneto,IT3250032,Bosco Nordio,,157,11,12.2622,45.1250
Veneto,IT3250033,Laguna di Caorle - Foce del Tagliamento,,4386,103,12.9613,45.6233
Veneto,IT3250034,Dune residue del Bacucco,,13,2,12.3174,45.1808
Veneto,IT3250044,Fiumi Reghena e Lemene - Canale Taglio e rogge limitrofe - Cave di Cinto Caomaggiore,,640,171,12.8239,45.7147
Veneto,IT3250047,Tegnùe di Chioggia,,2655,35,12.4100,45.2025
Veneto,IT3250048,Tegnùe di Porto Falconera,,623,11,12.9344,45.5833
Veneto,IT3260017,Colli Euganei - Monte Lozzo - Monte Ricco,,15096,92,11.6847,45.3086
Veneto,IT3260018,Grave e Zone umide della Brenta,,3848,104,11.7757,45.5674
Veneto,IT3260022,Palude di Onara e corso d'acqua di risorgiva S. Girolamo,,148,22,11.8175,45.6206
Veneto,IT3260023,"Muson vecchio, sorgenti e roggia Acqualonga",,27,34,11.9109,45.6145
Veneto,IT3270003,Dune di Donada e Contarina,,105,8,12.2233,45.0411
Veneto,IT3270004,Dune di Rosolina e Volto,,115,10,12.2414,45.0867
Veneto,IT3270005,Dune Fossili di Ariano Polesine,,101,8,12.1853,44.9675
Veneto,IT3270006,Rotta di S. Martino,,32,4,12.1953,44.9572
Veneto,IT3270007,Gorghi di Trecenta,,20,4,11.4271,45.0234
Veneto,IT3270017,Delta del Po: tratto terminale e delta veneto,,25362,628,11.9072,44.9774
Veneto,IT3270024,Vallona di Loreo,,64,3,12.2047,45.0764
Friuli Venezia Giulia,IT3310001,Dolomiti Friulane,sì,36740,0,12.5411,46.3239
Friuli Venezia Giulia,IT3310002,Val Colvera di Jof,sì,396,0,12.6783,46.2006
Friuli Venezia Giulia,IT3310003,Monte Ciaurlec e Forra del Torrente Cosa,sì,875,0,12.8703,46.2339
Friuli Venezia Giulia,IT3310004,Forra del Torrente Cellina,sì,289,0,12.6075,46.1839
Friuli Venezia Giulia,IT3310005,Torbiera di Sequals,sì,14,0,12.8614,46.1772
Friuli Venezia Giulia,IT3310006,Foresta del Cansiglio,sì,2713,0,12.4436,46.0611
Friuli Venezia Giulia,IT3310007,Greto del Tagliamento,sì,2719,0,12.9533,46.1669
Friuli Venezia Giulia,IT3310008,Magredi di Tauriano,sì,369,0,12.8553,46.1256
Friuli Venezia Giulia,IT3310009,Magredi del Cellina,sì,4372,0,12.7397,46.0331
Friuli Venezia Giulia,IT3310010,Risorgive del Vinchiaruzzo,sì,261,0,12.7342,45.9853
Friuli Venezia Giulia,IT3310011,Bosco Marzinis,sì,11,0,12.7858,45.9344
Friuli Venezia Giulia,IT3310012,Bosco Torrate,sì,11,0,12.8011,45.8942
Friuli Venezia Giulia,IT3320001,Gruppo del Monte Coglians,sì,5405,0,12.8100,46.6203
Friuli Venezia Giulia,IT3320002,Monti Dimon e Paularo,sì,702,0,13.0733,46.5642
Friuli Venezia Giulia,IT3320003,Creta di Aip e Sella di Lanza,sì,3894,0,13.1767,46.5611
Friuli Venezia Giulia,IT3320004,Monte Auernig e Monte Corona,sì,465,0,13.3344,46.5561
Friuli Venezia Giulia,IT3320005,Valloni di Rio Bianco e di Malborghetto,sì,4662,0,13.4122,46.5397
Friuli Venezia Giulia,IT3320006,Conca di Fusine,sì,3598,0,13.6589,46.4689
Friuli Venezia Giulia,IT3320007,Monti Bivera e Clapsavon,sì,1832,0,12.6322,46.4472
Friuli Venezia Giulia,IT3320008,Col Gentile,sì,1038,0,12.8072,46.4597
Friuli Venezia Giulia,IT3320009,Zuc dal Bor,sì,1415,0,13.2389,46.4611
Friuli Venezia Giulia,IT3320010,Jof di Montasio e Jof Fuart,sì,7999,0,13.4881,46.4331
Friuli Venezia Giulia,IT3320011,Monti Verzegnis e Valcalda,sì,2406,0,12.8644,46.3572
Friuli Venezia Giulia,IT3320012,Prealpi Giulie Settentrionali,sì,9592,0,13.2203,46.3519
Friuli Venezia Giulia,IT3320013,Lago Minisini e Rivoli Bianchi,sì,402,0,13.1375,46.3083
Friuli Venezia Giulia,IT3320014,Torrente Lerada,sì,365,0,13.3933,46.2114
Friuli Venezia Giulia,IT3320015,Valle del Medio Tagliamento,sì,3580,0,13.0419,46.2372
Friuli Venezia Giulia,IT3320016,Forra del Cornappo,sì,299,0,13.2969,46.2425
Friuli Venezia Giulia,IT3320017,Rio Bianco di Taipana e Gran Monte,sì,1721,0,13.3489,46.2797
Friuli Venezia Giulia,IT3320018,Forra del Pradolino e Monte Mia,sì,1010,0,13.4661,46.2097
Friuli Venezia Giulia,IT3320019,Monte Matajur,sì,213,0,13.5625,46.1906
Friuli Venezia Giulia,IT3320020,Lago di Ragogna,sì,83,0,13.0025,46.1744
Friuli Venezia Giulia,IT3320021,Torbiera di Casasola e Andreuzza,sì,98,0,13.0761,46.1969
Friuli Venezia Giulia,IT3320022,Quadri di Fagagna,sì,62,0,13.0842,46.1292
Friuli Venezia Giulia,IT3320023,Magredi di Campoformido,sì,242,0,13.1869,46.0267
Friuli Venezia Giulia,IT3320024,Magredi di Coz,sì,10,0,12.9581,46.0644
Friuli Venezia Giulia,IT3320025,Magredi di Firmano,sì,57,0,13.4086,46.0753
Friuli Venezia Giulia,IT3320026,Risorgive dello Stella,sì,802,0,13.0703,45.9244
Friuli Venezia Giulia,IT3320027,Palude Moretto,sì,39,0,13.1647,45.8975
Friuli Venezia Giulia,IT3320028,Palude Selvote,sì,68,0,13.1889,45.8819
Friuli Venezia Giulia,IT3320029,Confluenza Fiumi Torre e Natisone,sì,604,0,13.3568,45.9478
Friuli Venezia Giulia,IT3320030,Bosco di Golena del Torreano,sì,140,0,12.9797,45.8522
Friuli Venezia Giulia,IT3320031,Paludi di Gonars,sì,89,0,13.2236,45.8856
Friuli Venezia Giulia,IT3320032,Paludi di Porpetto,sì,24,0,13.2272,45.8675
Friuli Venezia Giulia,IT3320033,Bosco Boscat,sì,72,0,13.1661,45.8325
Friuli Venezia Giulia,IT3320034,Boschi di Muzzana,sì,350,0,13.1156,45.7922
Friuli Venezia Giulia,IT3320035,Bosco Sacile,sì,145,0,13.1908,45.7886
Friuli Venezia Giulia,IT3320036,Anse del Fiume Stella,sì,78,0,13.0677,45.7578
Friuli Venezia Giulia,IT3320037,Laguna di Marano e Grado,sì,16363,0,13.2361,45.7258
Friuli Venezia Giulia,IT3320038,Pineta di Lignano,sì,118,0,13.0922,45.6611
Friuli Venezia Giulia,IT3320039,Palude di Racchiuso,,12,0,13.3103,46.1668
Friuli Venezia Giulia,IT3320040,Rii del Gambero di torrente,,28,0,13.6208,46.5246
Friuli Venezia Giulia,IT3330001,Palude del Preval,sì,14,0,13.5272,45.9617
Friuli Venezia Giulia,IT3330002,Colle di Medea,sì,41,0,13.4369,45.9242
Friuli Venezia Giulia,IT3330005,Foce dell'Isonzo - Isola della Cona,sì,2668,0,13.5089,45.7522
Friuli Venezia Giulia,IT3330006,Valle Cavanata e Banco Mula di Muggia,sì,860,0,13.4667,45.6956
Friuli Venezia Giulia,IT3330007,Cavana di Monfalcone,sì,133,0,13.5228,45.7875
Friuli Venezia Giulia,IT3330008,Relitti di Posidonia presso Grado,,0.97,0,13.3792,45.6721
Friuli Venezia Giulia,IT3330009,Trezze San Pietro e Bardelli,,2380,0,13.4100,45.6300
Friuli Venezia Giulia,IT3330010,Valle del Rio Smiardar,,193,0,13.4720,45.9734
Friuli Venezia Giulia,IT3340006,Carso Triestino e Goriziano,sì,9648,0,13.7825,45.7472
Friuli Venezia Giulia,IT3340007,Area marina di Miramare,,25,0,13.7145,45.7009
Emilia Romagna,IT4010002,"Monte Menegosa, Monte Lama, Groppo di Gora",,3495,0,9.6961,44.6750
Emilia Romagna,IT4010003,"Monte Nero, Monte Maggiorasca, La Ciapa Liscia",,852,0,9.5086,44.5600
Emilia Romagna,IT4010004,"Monte Capra, Monte Tre Abati, Monte Armelio, Sant'Agostino, Lago di Averaldi",,6273,0,9.4778,44.7664
Emilia Romagna,IT4010005,Pietra Parcellara e Pietra Perduca,,342,0,9.4803,44.8428
Emilia Romagna,IT4010006,Meandri di San Salvatore,,253,0,9.3861,44.7253
Emilia Romagna,IT4010007,Roccia Cinque Dita,,21,0,9.6292,44.6414
Emilia Romagna,IT4010008,"Castell'Arquato, Lugagnano Val d'Arda",,280,0,9.8344,44.8361
Emilia Romagna,IT4010011,Fiume Trebbia da Perino a Bobbio,,352,0,9.4178,44.7947
Emilia Romagna,IT4010012,"Val Boreca, Monte Lesima",,4724,0,9.2450,44.6519
Emilia Romagna,IT4010013,"Monte Dego, Monte Veri, Monte delle Tane",,2993,0,9.3661,44.6272
Emilia Romagna,IT4010016,Basso Trebbia,,1336,0,9.5917,44.9875
Emilia Romagna,IT4010017,Conoide del Nure e Bosco di Fornace vecchia,,580,0,9.6992,44.9203
Emilia Romagna,IT4010018,Fiume Po da Rio Boriacco a Bosco Ospizio,,6151,0,9.7628,45.0958
Emilia Romagna,IT4010019,Rupi di Rocca d'Olgisio,,70,0,9.3968,44.9108
Emilia Romagna,IT4020001,Boschi di Carrega,,1277,0,10.2064,44.7225
Emilia Romagna,IT4020003,Torrente Stirone,,2747,0,9.9489,44.8381
Emilia Romagna,IT4020006,Monte Prinzera,,840,0,10.0803,44.6436
Emilia Romagna,IT4020007,"Monte Penna, Monte Trevine, Groppo, Groppetto",,1689,0,9.5042,44.4653
Emilia Romagna,IT4020008,"Monte Ragola, Lago Moò, Lago Bino",,1398,0,9.5514,44.6069
Emilia Romagna,IT4020010,Monte Gottero,,1476,0,9.6950,44.3853
Emilia Romagna,IT4020011,Groppo di Gorro,,188,0,9.8883,44.5317
Emilia Romagna,IT4020012,"Monte Barigazzo, Pizzo d'Oca",,2525,0,9.7914,44.6178
Emilia Romagna,IT4020013,"Belforte, Corchia, Alta Val Manubiola",,1474,0,9.9050,44.5003
Emilia Romagna,IT4020014,"Monte Capuccio, Monte Sant'Antonio",,900,0,10.0283,44.6556
Emilia Romagna,IT4020015,Monte Fuso,,825,0,10.2683,44.5103
Emilia Romagna,IT4020017,"Aree delle risorgive di Viarolo, Bacini di Torrile, Fascia golenale del Po",,2622,0,10.3219,44.9297
Emilia Romagna,IT4020020,Crinale dell'Appennino parmense,,5281,0,10.0669,44.3894
Emilia Romagna,IT4020021,Medio Taro,,3810,0,10.1750,44.7419
Emilia Romagna,IT4020022,Basso Taro,,1005,0,10.2324,44.9815
Emilia Romagna,IT4020023,Barboj di Rivalta,,424,0,10.3266,44.6227
Emilia Romagna,IT4020025,Parma Morta,,601,0,10.4633,44.9233
Emilia Romagna,IT4020026,Boschi dei Ghirardi,,306,0,9.7279,44.5026
Emilia Romagna,IT4020027,Cronovilla,,92,0,10.4119,44.6580
Emilia Romagna,IT4030001,"Monte Acuto, Alpe di Succiso",,3254,0,10.1886,44.3483
Emilia Romagna,IT4030002,Monte Ventasso,,2913,0,10.2931,44.3850
Emilia Romagna,IT4030003,"Monte la Nuda, Cima Belfiore, Passo del Cerreto",,3470,0,10.2792,44.3128
Emilia Romagna,IT4030004,"Val d'Ozola, Monte Cusna",,4878,0,10.3750,44.2908
Emilia Romagna,IT4030005,"Abetina Reale, Alta Val Dolo",,3440,0,10.4583,44.2636
Emilia Romagna,IT4030006,Monte Prado,,618,0,10.4022,44.2608
Emilia Romagna,IT4030007,Fontanili di Corte Valle Re,,877,0,10.5328,44.7672
Emilia Romagna,IT4030008,Pietra di Bismantova,,201,0,10.4147,44.4208
Emilia Romagna,IT4030009,Gessi Triassici,,1908,0,10.3886,44.3833
Emilia Romagna,IT4030010,Monte Duro,,411,0,10.5408,44.5417
Emilia Romagna,IT4030011,Casse di espansione del Secchia,,277,0,10.8089,44.6603
Emilia Romagna,IT4030013,Fiume Enza da La Mora a Compiano,,705,0,10.3300,44.4939
Emilia Romagna,IT4030014,"Rupe di Campotrera, Rossena",,1405,0,10.4342,44.5803
Emilia Romagna,IT4030015,Valli di Novellara,,1982,0,10.7556,44.8919
Emilia Romagna,IT4030016,"San Valentino, Rio della Rocca",,785,0,10.7175,44.5417
Emilia Romagna,IT4030017,"Ca' del Vento, Ca' del Lupo, Gessi di Borzano",,1661,0,10.6097,44.5864
Emilia Romagna,IT4030018,"Media Val Tresinaro, Val Dorgola",,512,0,10.5658,44.4989
Emilia Romagna,IT4030020,"Golena del Po di Gualtieri, Guastalla e Luzzara",,1131,0,10.6600,44.9494
Emilia Romagna,IT4030021,"Rio Rodano, Fontanili di Fogliano e Ariolo e Oasi di Marmirolo",,189,0,10.6538,44.6481
Emilia Romagna,IT4030022,Rio Tassaro,,585,0,10.3742,44.4881
Emilia Romagna,IT4030023,Fontanili di Gattatico e Fiume Enza,,773,0,10.4386,44.7300
Emilia Romagna,IT4030024,Colli di Quattro Castella,,168,0,10.4650,44.6256
Emilia Romagna,IT4040001,"Monte Cimone, Libro Aperto, Lago di Pratignano",,5174,0,10.7189,44.1742
Emilia Romagna,IT4040002,"Monte Rondinaio, Monte Giovo",,4848,0,10.5739,44.1539
Emilia Romagna,IT4040003,Sassi di Roccamalatina e di Sant'Andrea,,1198,0,10.9433,44.3928
Emilia Romagna,IT4040004,"Sassoguidano, Gaiato",,2419,0,10.8453,44.2906
Emilia Romagna,IT4040005,"Alpesigola, Sasso Tignoso e Monte Cantiere",,3762,0,10.5783,44.2456
Emilia Romagna,IT4040006,Poggio Bianco Dragone,,307,0,10.6172,44.3092
Emilia Romagna,IT4040007,Salse di Nirano,,371,0,10.8217,44.5156
Emilia Romagna,IT4040009,Manzolino,,326,0,11.1314,44.6142
Emilia Romagna,IT4040010,Torrazzuolo,,132,0,11.0919,44.6911
Emilia Romagna,IT4040011,Cassa di espansione del Fiume Panaro,,276,0,11.0022,44.5958
Emilia Romagna,IT4040012,Colombarone,,50,0,10.7886,44.6183
Emilia Romagna,IT4040013,"Faeto, Varana, Torrente Fossa",,391,0,10.7772,44.4533
Emilia Romagna,IT4050001,"Gessi Bolognesi, Calanchi dell'Abbadessa",,4296,0,11.4211,44.4236
Emilia Romagna,IT4050002,Corno alle Scale,,4578,0,10.8533,44.1394
Emilia Romagna,IT4050003,Monte Sole,,6476,0,11.1939,44.3033
Emilia Romagna,IT4050004,Bosco della Frattona,,392,0,11.6611,44.3536
Emilia Romagna,IT4050011,Media Valle del Sillaro,,1107,0,11.4419,44.2953
Emilia Romagna,IT4050012,Contrafforte Pliocenico,,2627,0,11.3111,44.3414
Emilia Romagna,IT4050013,Monte Vigese,,618,0,11.0939,44.2128
Emilia Romagna,IT4050014,"Monte Radicchio, Rupe di Calvenzano",,1382,0,11.1269,44.3208
Emilia Romagna,IT4050015,"La Martina, Monte Gurlano",,1107,0,11.3792,44.2208
Emilia Romagna,IT4050016,Abbazia di Monteveglio,,882,0,11.0789,44.4650
Emilia Romagna,IT4050018,Golena San Vitale e Golena del Lippo,,69,0,11.3139,44.5461
Emilia Romagna,IT4050019,La Bora,,40,0,11.2047,44.6314
Emilia Romagna,IT4050020,Laghi di Suviana e Brasimone,,1902,0,11.0883,44.1131
Emilia Romagna,IT4050022,Biotopi e Ripristini ambientali di Medicina e Molinella,,4486,0,11.6956,44.5617
Emilia Romagna,IT4050023,Biotopi e Ripristini ambientali di Budrio e Minerbio,,875,0,11.5653,44.6186
Emilia Romagna,IT4050024,"Biotopi e Ripristini ambientali di Bentivoglio, S. Pietro in Casale, Malalbergo e Baricella",,3206,0,11.5994,44.6869
Emilia Romagna,IT4050027,"Gessi di Monte Rocca, Monte Capra e Tizzano",,226,0,11.2500,44.4667
Emilia Romagna,IT4050028,Grotte e Sorgenti pietrificanti di Labante,,4.7,0,11.0371,44.2585
Emilia Romagna,IT4050029,Boschi di San Luca e Destra Reno,,1953,0,11.2856,44.4725
Emilia Romagna,IT4050031,Cassa di espansione del Torrente Samoggia,,145,0,11.1999,44.5975
Emilia Romagna,IT4050032,"Monte dei Cucchi, Pian di Balestra",,2449,0,11.2545,44.1814
Emilia Romagna,IT4060001,Valli di Argenta,,2904,0,11.8247,44.5886
Emilia Romagna,IT4060002,Valli di Comacchio,,16781,0,12.1781,44.6194
Emilia Romagna,IT4060003,"Vene di Bellocchio, Sacca di Bellocchio, Foce del Fiume Reno, Pineta di Bellocchio",,2244,0,12.2614,44.6075
Emilia Romagna,IT4060004,"Valle Bertuzzi, Valle Porticino - Canneviè",,2691,0,12.2197,44.7875
Emilia Romagna,IT4060005,"Sacca di Goro, Po di Goro, Valle Dindona, Foce del Po di Volano",,4872,0,12.3219,44.8100
Emilia Romagna,IT4060007,Bosco di Volano,,400,0,12.2597,44.7819
Emilia Romagna,IT4060009,Bosco di Sant'Agostino o Panfilia,,188,0,11.3814,44.7822
Emilia Romagna,IT4060010,Dune di Massenzatica,,52,0,12.1644,44.8983
Emilia Romagna,IT4060012,Dune di San Giuseppe,,73,0,12.2414,44.7303
Emilia Romagna,IT4060015,"Bosco della Mesola, Bosco Panfilia, Bosco di Santa Giustina, Valle Falce, La Goara",,1563,0,12.2639,44.8761
Emilia Romagna,IT4060016,Fiume Po da Stellata a Mesola e Cavo Napoleonico,,3140,0,11.5808,44.9119
Emilia Romagna,IT4070001,"Punte Alberete, Valle Mandriole",,972,0,12.2189,44.5253
Emilia Romagna,IT4070002,Bardello,,100,0,12.2381,44.5383
Emilia Romagna,IT4070003,"Pineta di San Vitale, Bassa del Pirottolo",,1222,0,12.2353,44.5103
Emilia Romagna,IT4070004,"Pialasse Baiona, Risega e Pontazzo",,1596,0,12.2567,44.5050
Emilia Romagna,IT4070005,"Pineta di Casalborsetti, Pineta Staggioni, Duna di Porto Corsini",,578,0,12.2783,44.5367
Emilia Romagna,IT4070006,"Pialassa dei Piomboni, Pineta di Punta Marina",,464,0,12.2769,44.4628
Emilia Romagna,IT4070007,Salina di Cervia,,1096,0,12.3308,44.2517
Emilia Romagna,IT4070008,Pineta di Cervia,,194,0,12.3369,44.2758
Emilia Romagna,IT4070009,"Ortazzo, Ortazzino, Foce del Torrente Bevano",,1255,0,12.3211,44.3450
Emilia Romagna,IT4070010,Pineta di Classe,,1082,0,12.2786,44.3528
Emilia Romagna,IT4070011,Vena del Gesso Romagnola,,5538,0,11.6475,44.2661
Emilia Romagna,IT4070016,Alta Valle del Torrente Sintria,,1173,0,11.6289,44.1567
Emilia Romagna,IT4070017,Alto Senio,,1015,0,11.5492,44.1978
Emilia Romagna,IT4070021,Biotopi di Alfonsine e Fiume Reno,,472,0,11.9697,44.5244
Emilia Romagna,IT4070022,Bacini di Russi e Fiume Lamone,,132,0,12.0114,44.3861
Emilia Romagna,IT4070024,Podere Pantaleone,,9,0,11.9717,44.4272
Emilia Romagna,IT4070025,Calanchi pliocenici dell'Appennino faentino,,1098,0,11.7711,44.2413
Emilia Romagna,IT4070026,Relitto della piattaforma Paguro,,66,0,12.5825,44.3844
Emilia Romagna,IT4070027,Bacino dell'ex-fornace di Cotignola e Fiume Senio,,20,0,11.9161,44.3750
Emilia Romagna,IT4080001,"Foresta di Campigna, Foresta la Lama, Monte Falco",,4041,0,11.8339,43.8369
Emilia Romagna,IT4080002,Acquacheta,,1654,0,11.6956,44.0219
Emilia Romagna,IT4080003,"Monte Gemelli, Monte Guffone",,13350,0,11.7386,43.9489
Emilia Romagna,IT4080004,"Bosco di Scardavilla, Ravaldino",,455,0,12.0136,44.1397
Emilia Romagna,IT4080005,Monte Zuccherodante,,1097,0,11.9467,43.8067
Emilia Romagna,IT4080006,Meandri del Fiume Ronco,,232,0,12.0919,44.1731
Emilia Romagna,IT4080007,"Pietramora, Ceparano, Rio Cozzi",,1957,0,11.9192,44.1847
Emilia Romagna,IT4080008,"Balze di Verghereto, Monte Fumaiolo, Ripa della Moia",,2462,0,12.0800,43.7936
Emilia Romagna,IT4080009,"Selva di Ladino, Fiume Montone, Terra del Sole",,222,0,11.9936,44.1936
Emilia Romagna,IT4080010,Careste presso Sarsina,,507,0,12.1053,43.9397
Emilia Romagna,IT4080011,"Rami del Bidente, Monte Marino",,1360,0,11.8722,43.8817
Emilia Romagna,IT4080012,"Fiordinano, Monte Velbe",,505,0,12.0150,44.0793
