"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT6030007","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040005","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione  ""Sugherete di S. Vito e Valle Marina""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040014","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040026","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6040043 ""Parco Naturale Monti Aurunci"", SIC IT6040026 ""Monte Petrella (area sommitale)"", SIC IT6040027 ""Monte Redentore (versante sud), SIC IT6040028 ""Forcelle di Campello e Fraile"", SIC IT6050026 ""Parete del Monte Fammera""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040027","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6040043 ""Parco Naturale Monti Aurunci"", SIC IT6040026 ""Monte Petrella (area sommitale)"", SIC IT6040027 ""Monte Redentore (versante sud), SIC IT6040028 ""Forcelle di Campello e Fraile"", SIC IT6050026 ""Parete del Monte Fammera""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050010","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6050008 Monti Simbruini - Ernici e pSIC IT6030040 Monte Autore e Monti Simbruini - centrali, IT6050004 Monte Viglio ( area sommitale), IT6050005 Alta Valle del Fiume Aniene, IT6050007 Monte Traino e Tarinello (area sommitale), IT6050009 Campo Catino, IT6050010 Valle dell'Inferniglio, IT6050011 Monte Passeggio e Pizzo Deta ( versante SUD), IT6050012 Monte Passeggio e Pizzo Deta (area sommitale), IT6050016 Monte Ortara e Monte La Monna, IT6050029 Sorgenti dell'Aniene","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050015","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Regolamento di Gestione del SIC - ZPS IT6050015 ""Lago di Posta Fibreno""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050016","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6050008 Monti Simbruini - Ernici e pSIC IT6030040 Monte Autore e Monti Simbruini - centrali, IT6050004 Monte Viglio ( area sommitale), IT6050005 Alta Valle del Fiume Aniene, IT6050007 Monte Traino e Tarinello (area sommitale), IT6050009 Campo Catino, IT6050010 Valle dell'Inferniglio, IT6050011 Monte Passeggio e Pizzo Deta ( versante SUD), IT6050012 Monte Passeggio e Pizzo Deta (area sommitale), IT6050016 Monte Ortara e Monte La Monna, IT6050029 Sorgenti dell'Aniene","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050023","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT7110103","Comune di Castel di Sangro","","","","","P","","","","","","",""
"IT7110204","Ente Parco nazionale della Majella","","","","","P","","","","","","",""
"IT7140107","Comune di Torino di Sangro","","","","","P","","","","","","",""
"IT7140112","Comune di Mozzagrogna","","","","","P","","","","","","",""
"IT7212172","Regione Molise","","","","","P","","","","","","",""
"IT7212176","Regione Molise","","","","","P","","","","","","",""
"IT7222108","Regione Molise","","","","","P","","","","","","",""
"IT7222211","Regione Molise","","","","","P","","","","","","",""
"IT7228221","Regione Molise","","","","","P","","","","","","",""
"IT8010004","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030015","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030036","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040004","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040010","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040020","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050009","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050016","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050023","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT2070023","Comunità Montana Valle Camonica","info@parcoadamello.it","Misure di conservazione sito-specifiche (DGR 4429 del 30/11/2015)","","","N","","","","","","","Piazza Tassara, 3 25043 - Breno (BS)"
"IT2070402","Comunità Montana Alto Garda Bresciano","beatrice.zambiasi@parcoaltogarda.eu","Misure di conservazione per la tutela delle ZPS lombarde (DGR 9275 del 23/04/2009)","Zona di Protezione Speciale IT2070402 ALTO GARDA BRESCIANO - Piano di Gestione 2010","http://www.natura2000.servizirl.it/","Y","","","","","","","Via Oliva 32, 25084 Gargnano (BS)"
"IT2070012","Comunità Montana Valle Camonica","info@parcoadamello.it","Misure di conservazione sito-specifiche (DGR 4429 del 30/11/2015)","Piano di gestione della ZPS IT2070401 ""Parco Naturale dell'Adamello"", del SIC IT20700012 ""Torbiere di Val Braone"", del SIC ""Pascoli di Crocedomini - Alta Val Caffaro""","http://www.natura2000.servizirl.it/","Y","","","","","","","Piazza Tassara, 3 25043 - Breno (BS)"
"IT2070013","Comunità Montana Valle Camonica","info@parcoadamello.it","Misure di conservazione sito-specifiche (DGR 4429 del 30/11/2015)","Misure gestionali incluse nel Piano di gestione della ZPS IT2070401 ""Parco Naturale dell'Adamello"", del SIC IT20700012 ""Torbiere di Val Braone"", del SIC ""Pascoli di Crocedomini - Alta Val Caffaro""","http://www.natura2000.servizirl.it/","Y","","","","","","","Piazza Tassara, 3 25043 - Breno (BS)"
"IT5180001","Parco Nazionale delle Foreste Casentinesi, Monte Falterona e Campigna","info@parcoforestecasentinesi.it","Piano di Assestamento Forestale.","Piano di Assestamento Forestale.","","N","","","","","",""," via Guido Bocchi 7, 52015 Pratovecchio (AR)"
"IT5210003","Regione Umbria","","","DGR N. 204/2012","","Y","","","","","","",""
"IT5210016","Regione Umbria","","","DGR N. 1231/2011","","Y","","","","","","",""
"IT5210020","Regione Umbria","","","DGR N. 1233/2012","","Y","","","","","","",""
"IT5210031","Regione Umbria","","","DGR N. 370/2012","","Y","","","","","","",""
"IT5210040","Regione Umbria","","","In preparazione","","P","","","","","","",""
"IT5220020","Regione Umbria","","","DGR N. 178/2013","","Y","","","","","","",""
"IT5220027","Regione Umbria","","","DGR N. 1095/2012","","Y","","","","","","",""
"IT5310003","Per territorio del SIC non compreso nel Parco ma ricadente nel territorio dell'Ambito 1 - Unione montana del Montefeltro ","cm.montefeltro@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1201_11.pdf- http://www.norme.marche.it/Delibere/2011/DGR1395_11.pdf3) Misure di conservazione definite nel Piano di gestione del Sito consultabili linkando a:- http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf4)Si segnala inoltre la presenza dell'area floristica ""Monti Simone e Simoncello"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","Piano di gestione del sito Natura 2000 IT5310003 ""Monti Sasso Simone e Simoncello""","http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf","Y","","","","","","","Via Nicola Amaducci,34 (61021)Carpegna, Numero verde 800645375,Tel. 0722/727003,0722/727004, fax 0722/77732"
"IT5310003","Per territorio del SIC compreso nel Parco interregionale del Sasso Simone e Simoncello: Ente Parco Naturale Interregionale del Sasso Simone e Simoncello;","info@parcosimone.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1201_11.pdf- http://www.norme.marche.it/Delibere/2011/DGR1395_11.pdf3) Misure di conservazione definite nel Piano di gestione del Sito consultabili linkando a:- http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf4)Si segnala inoltre la presenza dell'area floristica ""Monti Simone e Simoncello"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","Piano di gestione del sito Natura 2000 IT5310003 ""Monti Sasso Simone e Simoncello""","http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf","Y","","","","","","","Via Rio Maggio, (61021) Carpegna, Tel. 0722/770073, fax 0722/770064; "
"IT5310005","Per il territorio del SIC compreso nel Parco naturale interregionale del Sasso Simone e Simoncello: Ente Parco Naturale Interregionale del Sasso Simone e Simoncello;","info@parcosimone.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1201_11.pdf3) Misure di conservazione definite nel Piano di gestione del Sito consultabili linkando a:- http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf4)Si segnala inoltre la presenza dell'area floristica ""Costa dei Salti (Monte Carpegna)"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","Piano di gestione del sito Natura 2000 IT5310004 “Settori sommitali Monte Carpegna e Costa dei Salti”","http://www.norme.marche.it/Delibere/2015/DGR0554_15.pdf","Y","","","","","","","Via Rio Maggio, (61021) Carpegna, Tel. 0722/770073, fax 0722/770064;"
"IT6010039","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Regolamento di Gestione SIC IT6010038 ""Travertini di Bassano in Teverina""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6010040","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6010055","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS ""IT6010055 Lago di Bolsena, Isole Bisentina e Martana"" e SIC in essa inclusi "" IT6010007  - Lago di Bolsena"" ""IT6010041 - Isole Bisentina e Martana""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020002","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020005","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione/Regolamento dei Siti Natura 2000 ZPS Monti Reatini (IT6020005)e due SIC inclusi Valone del Rio Fuggio (IT6020006) e Gruppo Monte Terminillo ( IT6020007)","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020011","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020012","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020019","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020025","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030017","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione e regolamentazione sostenibile dei SIC ""IT6030017 Maschio dell'Artemisio"" e ""IT6030018 CERQUONE - Doganella""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030024","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione IT6030024 del SIC ""Isola Sacra""","http://www.lifecomebis.eu/comebis.cfm","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030034","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione del SIC ""Valle delle Cannuccete"" IT6030034","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030041","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione dei Siti Natura 2000 ZPS IT6030043  ""Monti Lepini centrali"" e pSIC IT6030041 ""Monte Sempervisa e Pian della Faggeta""","http://","Y","","","","","","","Viale del  Tintoretto, 432 - 00142 Roma"
"IT6030050","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6050008 Monti Simbruini - Ernici e pSIC IT6030040 Monte Autore e Monti Simbruini - centrali, IT6050004 Monte Viglio ( area sommitale), IT6050005 Alta Valle del Fiume Aniene, IT6050007 Monte Traino e Tarinello (area sommitale), IT6050009 Campo Catino, IT6050010 Valle dell'Inferniglio, IT6050011 Monte Passeggio e Pizzo Deta ( versante SUD), IT6050012 Monte Passeggio e Pizzo Deta (area sommitale), IT6050016 Monte Ortara e Monte La Monna, IT6050029 Sorgenti dell'Aniene","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030053","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040002","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione del Sito d'Importanza Comunitaria ""Ninfa (ambienti acquatici)"" (IT6040002)","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040024","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione del SIC/ZPS ""Promontorio di Gianola e Monte di Scauri"" (IT6040023) e del SIC ""Rio S. Croce"" (IT6040024)","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050005","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6050008 Monti Simbruini - Ernici e pSIC IT6030040 Monte Autore e Monti Simbruini - centrali, IT6050004 Monte Viglio ( area sommitale), IT6050005 Alta Valle del Fiume Aniene, IT6050007 Monte Traino e Tarinello (area sommitale), IT6050009 Campo Catino, IT6050010 Valle dell'Inferniglio, IT6050011 Monte Passeggio e Pizzo Deta ( versante SUD), IT6050012 Monte Passeggio e Pizzo Deta (area sommitale), IT6050016 Monte Ortara e Monte La Monna, IT6050029 Sorgenti dell'Aniene","http://","Y","","","","","","","Viakle del Tintoretto, 432 - 00142 Roma"
"IT6050006","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050007","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6050008 Monti Simbruini - Ernici e pSIC IT6030040 Monte Autore e Monti Simbruini - centrali, IT6050004 Monte Viglio ( area sommitale), IT6050005 Alta Valle del Fiume Aniene, IT6050007 Monte Traino e Tarinello (area sommitale), IT6050009 Campo Catino, IT6050010 Valle dell'Inferniglio, IT6050011 Monte Passeggio e Pizzo Deta ( versante SUD), IT6050012 Monte Passeggio e Pizzo Deta (area sommitale), IT6050016 Monte Ortara e Monte La Monna, IT6050029 Sorgenti dell'Aniene","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT7140121","Comune di Castiglione Messer Marino","","","","","P","","","","","","",""
"IT7140210","Comune di Torrebruna","","","","","P","","","","","","",""
"IT7212174","Regione Molise","","","","","P","","","","","","",""
"IT7218215","Regione Molise","","","","","P","","","","","","",""
"IT7222127","Regione Molise","","","","","P","","","","","","",""
"IT7222242","Regione Molise","","","","","P","","","","","","",""
"IT7222246","Regione Molise","","","","","P","","","","","","",""
"IT7222250","Regione Molise","","","","","P","","","","","","",""
"IT7222262","Regione Molise","","","","","P","","","","","","",""
"IT7222266","Regione Molise","","","","","P","","","","","","",""
"IT8010022","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030002","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030012","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030022","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030032","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040013","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050022","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050028","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050031","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050037","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050045","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050049","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT9110001","Regione Puglia","","","","","N","","","","","","",""
"IT9110004","Regione Puglia","","","","","N","","","","","","",""
"IT9110009","Regione Puglia","","","","","N","","","","","","",""
"IT9110012","Regione Puglia","","","","","N","","","","","","",""
"IT9110025","Regione Puglia","","","","","N","","","","","","",""
"IT9120001","Regione Puglia","","","","","N","","","","","","",""
"IT9130004","Regione Puglia","","","","","N","","","","","","",""
"IT9130005","Regione Puglia","","","","","N","","","","","","",""
"IT9150003","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piani di gestione dei SIC della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9150012","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piani di Gestione della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9150015","Regione Puglia","","","","","N","","","","","","",""
"IT9150016","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piani di gestione dei SIC della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9150022","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piano di Gestione dei SIC della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9150025","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piani di gestione dei SIC della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9150031","Regione Puglia","","DGR 6 agosto 2010 n.1871","Piani di gestione dei SIC della Provincia di Lecce","www.regione.puglia.it","Y","","","","","","",""
"IT9210140","Ufficio Territoriale per la Biodiversità del Corpo Forestale dello Stato","","DGR 951/2012 http://www.retecologicabasilicata.it/ambiente/site/portal/detail.jsp?sec=107282&otype=1012&id=10116","","","N","","","","","","",""
"IT9210165","Ente Parco Nazionale del Pollino","","","","","P","","","","","","",""
"IT9210201","Consorzio di Bonifica Vulture - Alto Bradano","","","","","N","","","","","","",""
"IT9210240","","","","","","P","","","","","","",""
"IT9210245","Ente Parco Nazionale del Pollino","","","","","P","","","","","","",""
"IT9210250","Parco del Pollino","","","","","P","","","","","","",""
"IT9210270","","","","","","N","","","","","","",""
"IT9220085","La Riserva Statale è gestita dal  Corpo Forestale dello Stato - Ufficio Territoriale per la Biodiversità -Potenza.","","","","","P","","","","","","",""
"IT9310028","Ente Parco Nazionale Pollino","ente@parcopollino.it","In preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310030","Ente Parco Nazionale Pollino","ente@parcopollino.it","In preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310035"," Ente Parco Marino Regionale “Riviera dei Cedri”","info@pmrivieradeicedri.com","in preparazione per il settore ricadente all'interno del parco","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Provincia di Cosenza (2007).","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Contrada Laccata, 84  87028 Praia a mare (CS) tel. 0985 72937"
"IT9310035","Provincia di Cosenza","info@provincia.cs.it","in preparazione per il settore ricadente all'interno del parco","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Provincia di Cosenza (2007).","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310058","Provincia di Cosenza","info@provincia.cs.it","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza.","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310065","Provincia di Cosenza","info@provincia.cs.it","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza.  ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310067","Provincia di Cosenza","info@provincia.cs.it","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza. ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310081","Ente Parco Nazionale della Sila","parcosila@pec.it","MISURE DI CONSERVAZIONE PER I SITI NATURA 2000 INCLUSI NEL PARCO NAZIONALE DELLA SILA. Luglio 2010.","","","N","","","","","","","Via Nazionale, 87055 Lorica San Giovanni in Fiore (CS) Tel. 0984 537109"
"IT9320096","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","da proporre","Redazione del Piano di Gestione dei Siti Natura 2000, nella Provincia di Crotone, di cui al D.M. 03.04.2000, individuati ai sensi delle Direttive 92/43/CEE e 79/409/CEE. Provincia di Crotone.","www.regione.calabria.it/ambiente/allegati/piani_di_gestione/crotone/relazioni/pdg_crotone.pdf","Y","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9320100","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","da proporre","Piano di Gestione dei Siti Natura 2000, nella Provincia di Crotone, di cui al D.M. 03.04.2000, individuati ai sensi delle Direttive 92/43/CEE e 79/409/CEE. Provincia di Crotone.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=195&Itemid=81","Y","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9320106","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","da proporre","Piano di Gestione dei Siti Natura 2000, nella Provincia di Crotone, di cui al D.M. 03.04.2000, individuati ai sensi delle Direttive 92/43/CEE e 79/409/CEE. Provincia di Crotone.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=195&Itemid=81","Y","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9320110","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","da proporre","Piano di Gestione dei Siti Natura 2000, nella Provincia di Crotone, di cui al D.M. 03.04.2000, individuati ai sensi delle Direttive 92/43/CEE e 79/409/CEE. Provincia di Crotone (2009).","www.regione.calabria.it/ambiente/allegati/piani_di_gestione/crotone/relazioni/pdg_crotone.pdf","Y","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9330089"," Provincia di Catanzaro","","Da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro –Provincia di Catanzaro","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
"IT9330105","Provincia di Catanzaro","","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro – Relazioni e allegati cartografici. Provincia di Catanzaro. ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
"IT9340119","Ministero delle Risorse Agricole Alimentari e Forestali Ex Azienda di Stato delle Foreste demaniali- Via Cortese 5, 88100 Catanzaro.0961 /21731","","Non esistono piani di gestione, di volta in volta vengono valutate le singole iniziative. Non sono consentite attività produttive.","","","N","","","","","","",""
"IT9350133","Ente Parco Nazionale dell'Aspromonte.","info.posta@parcoaspromonte.gov.it","in preparazione","","","N","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350141","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=250&Itemid=100","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria "
